,ra,dec,plx,pmra,pmdec,g_mag,bp_mag,rp_mag,label,g_rp,bp_g,bp_rp
56133,3.019,-0.062,31.343,-138.3,48.6,17.44,17.913,16.803,1,0.6370000000000005,0.472999999999999,1.1099999999999994
84413,4.241,-0.984,12.073,-521.1,-159.0,19.34,19.82,18.753,2,0.5869999999999997,0.4800000000000004,1.0670000000000002
68236,1.505,-0.983,20.107,101.2,59.7,18.531,18.988,17.885,1,0.6459999999999972,0.4570000000000007,1.102999999999998
921,2.379,0.126,14.506,15.0,-64.4,14.838,14.683,15.138,0,-0.3000000000000007,-0.1549999999999993,-0.455
30825,2.922,-0.647,12.453,32.1,23.9,16.74,16.803,16.614,0,0.1259999999999976,0.0630000000000023,0.189
108882,2.547,0.215,14.026,-796.4,-886.8,18.823,19.218,18.211,2,0.6120000000000019,0.3949999999999996,1.0070000000000014
72779,0.337,0.575,21.775,647.5,-1043.1,18.998,19.545,18.179,2,0.8190000000000026,0.5470000000000006,1.3660000000000032
31432,2.042,-1.401,10.293,-32.3,61.4,17.273,17.289,17.257,0,0.0159999999999982,0.0160000000000017,0.032
12379,3.642,-0.023,12.128,-3.9,-91.3,18.315,18.563,17.882,0,0.4329999999999998,0.2479999999999975,0.6809999999999974
80124,2.217,0.875,12.731,160.8,-806.5,16.982,17.073,16.749,2,0.2330000000000005,0.091000000000001,0.3240000000000016
98192,5.912,0.516,21.011,1129.5,-216.7,19.176,19.869,18.437,2,0.7389999999999972,0.6930000000000014,1.4319999999999986
94022,4.1,-1.445,20.439,-1484.5,-315.5,19.34,19.913,18.498,2,0.8419999999999987,0.5730000000000004,1.4149999999999991
18691,1.33,-0.108,19.664,45.8,257.7,16.636,16.791,16.351,0,0.2850000000000001,0.1550000000000011,0.4400000000000013
78823,1.013,-1.369,15.424,1291.9,-210.9,19.995,20.39,19.323,2,0.6720000000000006,0.3949999999999996,1.0670000000000002
10407,4.96,1.136,10.855,10.8,35.8,18.631,18.861,18.281,0,0.3500000000000014,0.2300000000000004,0.5800000000000018
1075,5.863,-0.954,10.593,119.9,-125.0,19.103,19.485,18.594,0,0.5090000000000003,0.3819999999999979,0.8909999999999982
58869,3.62,0.458,20.768,-382.9,-85.7,16.225,16.361,15.969,1,0.256000000000002,0.1359999999999992,0.3920000000000012
86345,3.443,-0.5,13.256,-776.5,-71.3,14.689,14.593,14.879,2,-0.1899999999999995,-0.096,-0.2859999999999996
24306,3.532,-0.607,12.518,-43.6,-120.7,16.424,16.401,16.452,0,-0.0280000000000022,-0.0229999999999996,-0.0510000000000019
32119,0.204,0.892,12.236,58.5,-31.5,18.252,18.405,17.915,0,0.3369999999999997,0.1530000000000022,0.490000000000002
100507,4.663,0.111,23.373,-804.5,-2305.9,19.325,19.865,18.644,2,0.6810000000000009,0.5399999999999991,1.221
34569,4.621,-1.338,17.344,-92.0,-41.9,17.557,17.74,17.26,0,0.296999999999997,0.1829999999999998,0.4799999999999969
5854,4.916,0.921,10.697,-31.7,-38.6,18.717,18.883,18.414,0,0.3029999999999972,0.1660000000000003,0.4689999999999976
46284,1.198,0.374,13.159,148.2,-147.7,19.298,19.739,18.645,1,0.6529999999999987,0.4410000000000025,1.0940000000000012
34134,3.36,-0.985,11.108,19.2,-123.4,19.566,20.063,18.971,0,0.5949999999999989,0.4969999999999999,1.0919999999999987
28683,4.478,0.743,22.237,-41.4,351.3,14.471,14.437,14.551,0,-0.08,-0.0340000000000006,-0.1140000000000007
49127,2.023,0.605,22.316,160.0,-295.4,18.52,18.99,17.841,1,0.6789999999999985,0.4699999999999988,1.1489999999999974
14629,3.412,0.779,11.532,-48.6,-34.0,19.597,19.988,19.07,0,0.527000000000001,0.3909999999999982,0.9179999999999992
23539,5.665,-0.081,18.648,40.4,-177.0,18.659,18.927,18.168,0,0.4909999999999996,0.2680000000000007,0.7590000000000003
10327,3.52,-0.993,16.166,-285.3,-83.6,15.327,15.303,15.385,0,-0.0579999999999998,-0.0239999999999991,-0.0819999999999989
62241,2.684,0.06,81.48,303.4,-1395.9,15.665,16.089,15.071,1,0.5939999999999994,0.4239999999999995,1.017999999999999
83105,5.641,0.279,12.033,-400.0,219.9,16.11,16.12,16.093,2,0.0169999999999994,0.0100000000000015,0.027000000000001
40005,1.666,-0.875,15.995,-138.5,-6.5,17.761,18.038,17.314,1,0.4469999999999992,0.277000000000001,0.7240000000000002
95799,3.013,-0.677,24.388,556.6,-1316.7,18.402,18.941,17.665,2,0.7370000000000019,0.5389999999999979,1.2759999999999998
11463,2.058,-0.299,15.766,-25.5,-21.2,15.696,15.698,15.686,0,0.0099999999999997,0.0020000000000006,0.0120000000000004
5370,5.541,-0.184,10.633,-48.0,-113.8,16.304,16.286,16.338,0,-0.0340000000000024,-0.0179999999999971,-0.0519999999999996
52145,3.832,1.376,14.361,-69.4,157.4,19.039,19.457,18.413,1,0.6260000000000012,0.4179999999999992,1.0440000000000005
94769,3.842,-0.051,48.552,-2775.6,-1978.1,16.525,17.022,15.865,2,0.6599999999999984,0.4969999999999999,1.1569999999999985
57868,5.502,0.309,21.755,-57.6,-125.1,18.608,19.017,17.979,1,0.6290000000000013,0.4089999999999989,1.0380000000000005
66367,2.353,-0.717,21.206,-110.7,-200.3,19.155,19.606,18.598,1,0.5570000000000022,0.4510000000000005,1.008000000000003
80165,3.819,0.472,13.41,-192.0,-625.7,19.384,20.083,18.737,2,0.647000000000002,0.6989999999999981,1.346
81645,5.646,-0.285,13.717,18.9,-714.8,19.251,19.679,18.656,2,0.5950000000000024,0.4279999999999972,1.0229999999999997
101887,0.028,0.39,13.457,75.8,-440.1,16.806,16.9,16.615,2,0.1910000000000025,0.0939999999999976,0.2850000000000001
69635,5.731,1.169,13.678,86.4,49.6,17.547,17.758,17.232,1,0.3150000000000013,0.2109999999999985,0.5259999999999998
9533,3.328,-0.541,11.105,-33.6,-88.7,18.979,19.272,18.573,0,0.4059999999999988,0.2929999999999992,0.6989999999999981
61500,3.77,1.54,19.594,-388.9,430.0,18.775,19.388,18.053,1,0.7219999999999978,0.6130000000000031,1.3350000000000009
35594,2.295,0.411,10.293,-36.2,-45.3,18.896,19.139,18.482,0,0.4140000000000015,0.2429999999999985,0.657
44262,1.752,1.367,17.385,-183.9,-163.2,18.9,19.394,18.221,1,0.6789999999999985,0.4939999999999998,1.1729999999999985
68114,1.644,-0.97,14.244,62.6,13.1,19.398,19.895,18.68,1,0.718,0.4969999999999999,1.215
80836,5.501,-0.66,21.616,-642.6,-1546.7,15.258,15.308,15.159,2,0.0989999999999984,0.0500000000000007,0.1489999999999991
34529,2.293,-0.596,19.602,116.9,8.0,18.017,18.379,17.447,0,0.5700000000000003,0.3620000000000019,0.9320000000000022
86142,3.441,0.862,198.286,-238.6,-9949.0,12.768,13.14,12.221,2,0.5470000000000006,0.3719999999999999,0.9190000000000004
81916,4.956,0.605,19.136,-580.0,-385.9,18.942,19.537,18.208,2,0.7340000000000018,0.5949999999999989,1.3290000000000006
66818,0.524,-1.134,21.718,456.6,244.3,18.352,18.865,17.704,1,0.6479999999999997,0.5129999999999981,1.1609999999999978
76270,5.03,-0.222,17.114,298.6,-1252.5,18.199,18.584,17.636,2,0.5630000000000024,0.384999999999998,0.9480000000000004
194,2.95,-0.706,14.728,87.7,-119.0,19.285,19.814,18.672,0,0.6129999999999995,0.5289999999999999,1.1419999999999997
4379,2.719,0.336,11.479,170.8,-105.6,17.692,17.726,17.631,0,0.0609999999999999,0.0339999999999989,0.0949999999999988
44290,4.048,0.018,18.635,123.5,-118.4,18.702,19.263,18.031,1,0.6710000000000029,0.5609999999999999,1.2320000000000029
5234,5.472,-0.306,15.785,79.0,-145.8,17.914,18.16,17.511,0,0.4030000000000022,0.2459999999999986,0.6490000000000009
38459,4.503,-0.239,13.671,-56.3,36.0,19.814,20.366,18.99,1,0.8240000000000016,0.5519999999999996,1.3760000000000012
31680,2.663,-0.355,12.072,-86.5,21.3,17.846,17.973,17.585,0,0.2609999999999992,0.1269999999999989,0.3879999999999981
37444,5.438,0.24,13.415,-359.4,-131.1,16.301,16.349,16.208,1,0.0929999999999999,0.0480000000000018,0.1410000000000018
56148,2.907,0.359,13.514,-39.8,-81.8,19.789,20.427,19.113,1,0.6760000000000019,0.6379999999999981,1.314
1110,5.097,0.608,35.99,-58.8,-4.2,15.393,15.476,15.22,0,0.173,0.0830000000000001,0.2560000000000002
53385,3.832,0.614,12.676,-104.9,-111.9,19.078,19.458,18.492,1,0.5859999999999985,0.379999999999999,0.9659999999999976
36300,6.262,-0.24,11.387,161.1,-142.1,18.023,18.213,17.655,1,0.3679999999999985,0.1900000000000012,0.5579999999999998
52458,3.499,0.117,10.304,-221.2,10.1,18.242,18.456,17.876,1,0.3659999999999996,0.2139999999999986,0.5799999999999983
14323,1.114,0.049,11.761,-84.1,-82.3,19.4,19.851,18.823,0,0.5769999999999982,0.4510000000000005,1.0279999999999987
89970,1.368,-0.185,37.445,1184.3,-3067.7,17.636,18.295,16.843,2,0.7929999999999993,0.6590000000000025,1.4520000000000015
48647,2.935,0.547,14.089,-228.7,-109.1,19.31,19.777,18.663,1,0.6469999999999985,0.4670000000000023,1.1140000000000008
92146,3.719,-0.26,12.246,-633.0,-672.7,19.229,19.747,18.667,2,0.5619999999999976,0.5180000000000007,1.0799999999999983
3085,1.944,0.122,11.907,-196.6,-133.2,18.204,18.428,17.79,0,0.4140000000000015,0.2240000000000002,0.6380000000000017
26979,1.921,-0.578,13.98,-41.5,71.1,19.615,19.996,19.173,0,0.4420000000000001,0.3810000000000002,0.8230000000000004
66545,2.909,-0.529,20.425,-169.7,-224.9,18.654,19.18,17.99,1,0.6640000000000015,0.5259999999999998,1.1900000000000013
83681,0.355,0.615,20.183,1803.7,189.2,17.848,18.275,17.311,2,0.536999999999999,0.4269999999999996,0.9639999999999986
107181,3.083,-0.795,15.336,270.4,73.1,19.096,19.598,18.428,2,0.6679999999999993,0.5019999999999989,1.1699999999999982
38624,2.106,0.901,13.744,-63.5,-121.1,19.378,19.831,18.713,1,0.6649999999999991,0.4529999999999994,1.1179999999999986
58311,1.021,-0.608,22.589,-8.4,-283.6,18.646,19.269,17.934,1,0.7119999999999997,0.6229999999999976,1.3349999999999973
104,1.491,-1.058,14.858,106.2,-135.0,18.007,18.217,17.625,0,0.3820000000000014,0.2099999999999973,0.5919999999999987
65118,3.741,0.797,16.128,67.6,-338.3,19.566,20.019,18.799,1,0.7669999999999995,0.4529999999999994,1.2199999999999989
23181,3.956,0.107,23.66,-159.0,25.2,16.707,16.581,16.94,0,-0.2330000000000005,-0.1260000000000012,-0.3590000000000017
82385,1.23,-0.713,17.817,-335.1,322.6,18.723,19.246,18.078,2,0.6449999999999996,0.5229999999999997,1.1679999999999993
47736,0.096,-0.398,23.164,269.5,266.5,16.247,16.403,15.948,1,0.2989999999999995,0.1559999999999988,0.4549999999999983
6935,1.058,0.315,19.114,86.4,-54.9,17.912,18.078,17.596,0,0.3159999999999989,0.1660000000000003,0.4819999999999993
37722,1.208,-0.642,11.576,11.6,117.5,15.6,15.525,15.71,1,-0.1100000000000012,-0.0749999999999992,-0.1850000000000005
61444,5.219,0.883,15.348,201.6,193.7,19.369,19.842,18.637,1,0.7319999999999993,0.472999999999999,1.2049999999999983
28559,4.895,-0.095,15.681,32.0,-62.3,17.403,17.566,17.104,0,0.2989999999999995,0.1630000000000002,0.4619999999999997
38286,4.803,0.321,14.722,94.6,-63.6,18.825,19.225,18.224,1,0.6009999999999991,0.4000000000000021,1.0010000000000012
91557,5.306,0.017,11.654,56.7,-181.5,19.525,20.005,18.923,2,0.6020000000000003,0.4800000000000004,1.0820000000000007
51016,5.017,0.38,13.339,62.6,-113.1,19.552,20.185,18.933,1,0.6189999999999998,0.6329999999999991,1.251999999999999
78696,4.309,-0.236,10.218,-139.2,-445.0,18.236,18.429,17.881,2,0.3550000000000004,0.1929999999999978,0.5479999999999983
108373,1.166,-0.143,16.658,357.9,-1339.5,17.033,17.214,16.712,2,0.3210000000000015,0.1809999999999973,0.5019999999999989
21706,5.797,-0.007,10.052,-21.0,-85.8,17.986,18.102,17.746,0,0.240000000000002,0.1159999999999996,0.3560000000000016
67904,1.395,1.034,23.652,168.6,-546.4,18.754,19.214,18.072,1,0.6820000000000022,0.4599999999999973,1.1419999999999997
46107,0.331,0.043,13.887,-54.4,-83.3,19.214,19.782,18.508,1,0.7059999999999995,0.5680000000000014,1.274000000000001
100483,4.916,-0.192,11.894,58.0,-853.5,19.468,20.03,18.809,2,0.6589999999999989,0.5620000000000012,1.221
74293,5.181,-0.451,18.063,-256.1,-1209.0,19.512,20.255,18.779,2,0.7330000000000005,0.7429999999999986,1.475999999999999
85124,0.102,0.874,18.421,947.1,-389.1,19.095,19.654,18.422,2,0.6729999999999983,0.559000000000001,1.231999999999999
51586,0.348,0.148,11.81,80.3,-23.7,19.405,19.931,18.775,1,0.6300000000000026,0.5259999999999998,1.1560000000000024
68870,1.721,0.378,10.59,-128.1,-210.4,18.595,18.89,18.204,1,0.3909999999999982,0.2950000000000017,0.6859999999999999
67213,1.948,0.207,12.06,2.2,-201.3,19.654,20.091,18.98,1,0.6739999999999995,0.4370000000000011,1.1110000000000009
46014,5.943,1.251,29.275,429.6,475.7,17.933,18.475,17.241,1,0.6920000000000002,0.5420000000000016,1.2340000000000018
8069,1.916,-0.518,10.847,-54.9,14.9,18.676,18.926,18.288,0,0.3879999999999981,0.25,0.6379999999999981
84925,5.88,0.295,10.547,-55.7,-124.2,17.365,17.448,17.148,2,0.2169999999999987,0.0830000000000019,0.3000000000000007
63434,4.839,-0.971,13.735,-201.8,6.5,19.502,20.037,18.838,1,0.6639999999999979,0.5350000000000001,1.198999999999998
5978,0.886,-0.146,12.207,120.1,-42.6,19.643,20.096,19.029,0,0.6140000000000008,0.4529999999999994,1.0670000000000002
9747,3.839,1.16,13.784,-135.3,52.3,19.333,19.341,19.384,0,-0.0510000000000019,0.0080000000000026,-0.0429999999999992
101028,0.54,0.176,14.972,808.6,-572.6,19.849,20.519,19.186,2,0.6630000000000003,0.6699999999999982,1.3329999999999984
79601,5.572,-0.341,10.433,-263.7,-845.5,19.358,19.821,18.755,2,0.6030000000000015,0.4630000000000009,1.0660000000000025
83471,4.548,0.388,26.823,-1873.5,-1112.0,18.602,19.269,17.836,2,0.7660000000000018,0.666999999999998,1.4329999999999998
73046,1.54,-0.097,10.128,-118.8,-213.7,17.894,18.036,17.62,2,0.2739999999999973,0.142000000000003,0.4160000000000003
27106,3.907,0.11,34.976,-49.4,13.2,16.063,16.184,15.828,0,0.2349999999999994,0.1210000000000022,0.3560000000000016
42014,2.059,-0.145,13.736,-69.4,-139.2,19.639,20.15,19.011,1,0.6280000000000001,0.5109999999999992,1.1389999999999991
20486,0.893,-0.262,18.381,208.4,-61.9,17.792,17.974,17.451,0,0.3410000000000011,0.1819999999999986,0.5229999999999997
38467,0.681,-0.773,17.841,332.8,55.2,19.013,19.534,18.32,1,0.6930000000000014,0.5209999999999972,1.2139999999999986
49663,4.255,-0.413,13.805,-3.3,-227.6,19.436,20.03,18.841,1,0.5949999999999989,0.5940000000000012,1.189
103109,0.736,-0.821,13.089,1274.1,31.6,19.267,19.684,18.639,2,0.6280000000000001,0.4170000000000016,1.0450000000000017
97568,4.533,0.21,10.273,-393.0,-557.2,15.988,15.95,16.07,2,-0.0820000000000007,-0.0380000000000002,-0.120000000000001
17896,1.3,0.2,12.714,-53.7,-6.5,19.542,19.893,18.84,0,0.7020000000000017,0.3509999999999991,1.0530000000000008
23325,3.28,-1.289,24.204,242.5,56.7,18.034,18.305,17.603,0,0.4309999999999974,0.2710000000000008,0.7019999999999982
106727,0.414,0.619,14.492,367.7,-81.8,19.834,20.088,19.129,2,0.7049999999999983,0.2540000000000013,0.9589999999999996
25208,0.642,0.597,11.821,110.2,-64.6,19.388,20.01,18.775,0,0.6130000000000031,0.6219999999999999,1.235000000000003
46589,3.939,-0.489,15.06,-136.9,-105.2,19.353,19.825,18.743,1,0.610000000000003,0.4719999999999977,1.0820000000000007
20481,2.163,-0.155,36.741,-152.8,-378.3,16.844,17.254,16.253,0,0.5910000000000011,0.4100000000000001,1.0010000000000012
68313,0.197,0.047,23.887,222.1,-219.7,18.236,18.762,17.583,1,0.6530000000000022,0.5259999999999998,1.179000000000002
90304,0.158,0.122,40.317,2226.0,-1253.5,16.849,17.352,16.193,2,0.6559999999999988,0.5030000000000001,1.158999999999999
105506,0.129,1.027,16.948,538.2,-390.1,19.305,19.894,18.569,2,0.7360000000000007,0.5889999999999986,1.3249999999999993
66492,0.589,-0.255,10.321,42.0,59.2,18.484,18.754,18.085,1,0.3990000000000009,0.2699999999999996,0.6690000000000005
6767,1.273,-0.792,15.001,166.4,139.0,18.954,19.504,18.387,0,0.5670000000000002,0.5500000000000007,1.1170000000000009
90661,4.057,-0.243,13.72,-33.8,-932.8,19.759,20.301,19.029,2,0.7300000000000004,0.541999999999998,1.2719999999999985
48931,3.234,-0.66,15.013,24.4,-254.8,19.243,19.823,18.573,1,0.6699999999999982,0.5800000000000018,1.25
75557,4.593,0.264,10.685,-456.0,-468.9,19.503,19.984,18.865,2,0.6380000000000017,0.4810000000000016,1.119000000000003
100288,1.643,-0.31,15.206,-73.6,-383.5,15.628,15.636,15.611,2,0.0169999999999994,0.0079999999999991,0.0249999999999985
108143,3.295,0.212,11.871,-902.6,-1008.9,17.645,17.816,17.366,2,0.2789999999999999,0.1709999999999993,0.4499999999999993
59319,1.461,-0.238,11.623,142.2,-253.5,17.217,17.32,17.001,1,0.2159999999999975,0.1030000000000015,0.318999999999999
45613,0.989,0.608,14.155,288.7,-117.7,16.583,16.665,16.411,1,0.171999999999997,0.0820000000000007,0.2539999999999978
16330,5.935,0.795,15.52,102.4,5.4,17.62,17.838,17.233,0,0.3870000000000004,0.2179999999999999,0.6050000000000004
33657,4.852,-0.099,15.964,12.7,-23.2,18.634,19.075,18.023,0,0.6110000000000007,0.4409999999999989,1.0519999999999996
108864,0.077,-0.396,10.157,-39.9,-699.1,19.286,19.594,18.76,2,0.5259999999999998,0.3079999999999998,0.8339999999999996
10217,4.304,0.583,16.065,-60.6,-118.2,18.532,18.914,17.991,0,0.5410000000000004,0.3820000000000014,0.9230000000000018
56723,3.371,0.119,10.147,-246.2,-4.9,17.492,17.583,17.312,1,0.1799999999999997,0.0909999999999975,0.2709999999999972
102123,2.835,0.315,26.499,49.1,-2546.9,18.852,19.446,18.087,2,0.7650000000000006,0.5940000000000012,1.3590000000000018
77944,1.071,0.433,23.849,1473.5,-1688.4,18.333,18.872,17.633,2,0.6999999999999993,0.5390000000000015,1.2390000000000008
79075,5.147,-0.179,22.116,421.8,-1189.4,19.25,19.806,18.49,2,0.7600000000000016,0.5560000000000009,1.3160000000000025
28781,4.39,-0.723,17.233,92.5,-156.1,18.108,18.444,17.616,0,0.4920000000000009,0.3359999999999985,0.8279999999999994
49895,5.274,1.036,11.62,76.7,-46.9,19.343,19.788,18.705,1,0.6380000000000017,0.4450000000000003,1.083000000000002
102746,5.371,0.0,11.68,-340.9,-564.9,18.32,18.591,17.884,2,0.4359999999999999,0.2710000000000008,0.7070000000000007
100668,1.239,-0.726,24.951,621.5,-365.5,18.798,19.566,17.984,2,0.8139999999999965,0.7680000000000007,1.5819999999999972
105241,2.359,1.048,29.784,982.1,-1248.0,19.006,19.651,18.29,2,0.7160000000000011,0.6449999999999996,1.3610000000000009
11444,0.109,0.985,12.571,-143.1,48.5,19.241,19.657,18.645,0,0.5960000000000001,0.4160000000000003,1.0120000000000005
102595,5.748,1.034,15.745,614.0,134.5,19.685,20.441,18.917,2,0.7679999999999971,0.7560000000000002,1.5239999999999974
108573,0.38,-0.231,11.405,288.1,-590.0,19.517,20.036,18.733,2,0.7839999999999989,0.5190000000000019,1.3030000000000008
88366,4.367,-0.707,10.368,-376.8,-636.1,17.152,17.204,17.011,2,0.1410000000000018,0.0519999999999996,0.1930000000000014
58752,4.385,0.963,11.967,-120.5,43.5,17.011,17.071,16.842,1,0.1690000000000004,0.0600000000000022,0.2290000000000027
11279,4.515,0.583,12.104,-29.0,52.5,16.22,16.204,16.24,0,-0.0199999999999995,-0.0159999999999982,-0.0359999999999978
89730,2.87,-0.873,13.079,-469.0,-33.2,16.275,16.323,16.175,2,0.0999999999999978,0.0480000000000018,0.1479999999999997
75758,6.218,-0.587,10.961,464.0,-263.2,19.393,19.707,18.801,2,0.5920000000000023,0.314,0.9060000000000024
47962,4.046,0.898,14.185,-20.1,-77.2,16.362,16.425,16.229,1,0.1329999999999991,0.0630000000000023,0.1960000000000015
34100,5.329,-1.226,30.263,174.9,-213.2,15.882,16.074,15.541,0,0.3409999999999993,0.1920000000000019,0.5330000000000013
107807,1.292,-0.334,13.021,452.4,-423.9,19.724,20.131,19.052,2,0.6720000000000006,0.407,1.0790000000000006
69977,0.463,0.193,40.444,660.8,-389.0,17.469,18.045,16.757,1,0.7119999999999997,0.5760000000000005,1.2880000000000005
58125,2.469,-0.315,14.836,-106.3,40.2,19.284,19.755,18.562,1,0.7219999999999978,0.4710000000000001,1.1929999999999978
44523,2.367,-0.097,18.845,-79.5,-449.9,18.687,19.177,18.007,1,0.6799999999999997,0.4899999999999984,1.1699999999999982
45831,6.205,-0.89,24.723,-196.0,-461.8,18.496,19.084,17.815,1,0.6809999999999974,0.588000000000001,1.2689999999999984
100767,4.646,-0.596,10.836,-194.3,-332.5,19.529,19.897,18.825,2,0.7040000000000006,0.3679999999999985,1.0719999999999992
28251,5.045,0.82,12.825,63.4,8.7,19.502,19.839,18.906,0,0.5960000000000001,0.3369999999999997,0.9329999999999998
88164,1.292,-0.624,17.699,-34.9,-768.3,19.205,19.778,18.428,2,0.7769999999999975,0.5730000000000004,1.349999999999998
56460,4.02,0.766,10.49,-81.4,65.8,19.335,19.71,18.829,1,0.5060000000000002,0.375,0.8810000000000002
7005,3.423,-0.838,11.924,-124.3,118.0,19.197,19.617,18.54,0,0.657,0.4200000000000017,1.0770000000000015
92848,1.512,0.642,21.681,-115.0,-1184.2,19.294,19.921,18.572,2,0.7220000000000013,0.6269999999999989,1.3490000000000002
43408,1.928,0.078,14.499,34.7,-157.2,19.032,19.494,18.36,1,0.6720000000000006,0.4619999999999997,1.1340000000000003
1338,1.203,-0.52,12.338,62.0,98.5,19.4,19.758,18.861,0,0.5389999999999979,0.3580000000000005,0.8969999999999985
47756,4.318,-0.461,20.157,-190.0,-512.3,18.874,19.379,18.232,1,0.6419999999999995,0.5050000000000026,1.147000000000002
58447,4.428,-0.23,17.174,-74.2,-36.3,18.877,19.381,18.246,1,0.6310000000000002,0.5040000000000013,1.1350000000000016
101243,5.16,0.295,27.219,-1868.2,-2672.3,18.061,18.578,17.331,2,0.7300000000000004,0.5169999999999995,1.247
90572,3.223,-0.029,14.004,-1258.4,-322.0,17.553,17.751,17.207,2,0.3460000000000001,0.1980000000000004,0.5440000000000005
16725,0.238,0.613,14.831,134.0,-99.1,15.78,15.784,15.778,0,0.0019999999999988,0.0040000000000013,0.0060000000000002
91840,2.242,-0.69,14.333,44.8,91.6,19.687,20.297,18.949,2,0.7379999999999995,0.6099999999999994,1.347999999999999
99092,0.528,0.648,24.573,1589.2,-1130.6,18.937,19.443,18.237,2,0.7000000000000028,0.5060000000000002,1.206000000000003
37616,1.727,1.036,12.745,24.9,-206.1,16.509,16.56,16.394,1,0.1150000000000019,0.0509999999999983,0.1660000000000003
40670,2.321,-0.723,22.007,-64.3,257.8,18.178,18.697,17.56,1,0.6180000000000021,0.5189999999999984,1.1370000000000005
108059,6.231,-0.372,20.358,667.9,-962.2,19.379,19.687,18.673,2,0.7060000000000031,0.3079999999999998,1.014000000000003
35423,5.208,-0.296,10.156,-14.4,-45.2,17.154,17.184,17.073,0,0.0809999999999995,0.0300000000000011,0.1110000000000006
38521,3.864,-1.181,20.017,-117.9,-101.9,18.407,18.884,17.753,1,0.6539999999999999,0.4770000000000003,1.1310000000000002
67937,3.163,0.216,19.148,-287.4,-112.6,18.278,18.688,17.639,1,0.6389999999999993,0.4100000000000001,1.0489999999999997
44958,0.791,0.167,11.42,176.6,-68.5,18.836,19.17,18.316,1,0.5199999999999996,0.3340000000000032,0.8540000000000028
91962,5.63,1.137,12.615,-625.7,55.0,16.779,16.861,16.614,2,0.1649999999999991,0.0820000000000007,0.2469999999999999
35844,0.509,-1.244,13.279,244.4,28.3,19.426,19.88,18.812,0,0.6139999999999972,0.4540000000000006,1.0679999999999978
96443,5.943,-0.099,15.867,733.3,-904.0,18.888,19.36,18.218,2,0.6700000000000017,0.4719999999999977,1.1419999999999997
11915,4.449,-0.689,15.143,119.3,-23.0,15.096,15.038,15.212,0,-0.1159999999999996,-0.0579999999999998,-0.1739999999999995
12749,4.373,0.85,14.16,-82.0,23.5,19.435,19.843,18.832,0,0.602999999999998,0.4080000000000012,1.0109999999999992
13064,3.172,-0.722,14.661,-131.5,-42.0,16.421,16.407,16.441,0,-0.0199999999999995,-0.0139999999999993,-0.0339999999999989
31965,2.08,0.339,10.461,3.0,12.0,17.715,17.841,17.488,0,0.2270000000000003,0.1260000000000012,0.3530000000000015
63118,1.768,0.685,16.891,-10.8,-145.8,19.009,19.527,18.35,1,0.6589999999999989,0.5180000000000007,1.1769999999999996
98433,6.181,-0.371,14.319,-945.4,-848.4,19.549,20.07,18.802,2,0.7469999999999999,0.5210000000000008,1.268000000000001
33200,1.627,0.287,10.7,-35.1,-36.5,19.047,19.409,18.535,0,0.5120000000000005,0.3619999999999983,0.8739999999999988
62177,1.364,1.145,10.097,-23.6,-29.8,18.007,18.182,17.709,1,0.2980000000000018,0.1749999999999971,0.472999999999999
89260,1.019,-0.673,15.652,896.8,-583.5,18.576,19.01,17.977,2,0.5990000000000002,0.434000000000001,1.0330000000000013
37210,1.342,0.487,28.894,295.6,-208.4,18.16,18.714,17.479,1,0.6810000000000009,0.5539999999999985,1.2349999999999994
95948,0.4,-1.312,24.29,1301.8,649.8,18.272,18.801,17.553,2,0.7189999999999976,0.5289999999999999,1.2479999999999976
23071,5.533,0.201,10.55,-94.2,-113.3,16.446,16.426,16.445,0,0.0010000000000012,-0.0200000000000031,-0.0190000000000019
21325,4.662,0.471,13.91,57.5,-95.6,16.112,16.069,16.191,0,-0.0790000000000006,-0.0429999999999992,-0.1219999999999998
102032,0.17,-0.791,14.014,524.1,-954.7,19.763,20.502,19.131,2,0.6320000000000014,0.7389999999999972,1.3709999999999989
80920,0.912,-1.145,16.765,309.2,-671.2,19.422,19.996,18.628,2,0.7940000000000005,0.5739999999999981,1.3679999999999986
98084,0.321,-0.552,25.248,-31.9,-3122.5,18.362,18.921,17.644,2,0.718,0.559000000000001,1.277000000000001
62885,0.242,0.524,24.257,723.6,-247.4,18.762,19.357,18.039,1,0.722999999999999,0.5949999999999989,1.3179999999999978
2395,0.261,0.287,11.033,86.7,-39.1,18.162,18.323,17.837,0,0.3249999999999993,0.1610000000000013,0.4860000000000006
92410,1.844,0.886,18.268,502.1,-1396.9,19.176,19.783,18.453,2,0.722999999999999,0.6070000000000029,1.3300000000000018
15552,4.417,-0.415,10.725,4.2,-73.6,16.191,16.172,16.236,0,-0.0450000000000017,-0.0189999999999983,-0.064
75866,2.504,0.281,16.724,421.5,-1422.2,18.111,18.474,17.576,2,0.5350000000000001,0.3629999999999995,0.8979999999999997
32678,5.839,-0.161,11.376,-39.1,-103.6,16.532,16.544,16.51,0,0.0219999999999984,0.0120000000000004,0.0339999999999989
101529,5.3,0.793,13.788,60.2,-28.7,12.972,12.802,13.302,2,-0.33,-0.1699999999999999,-0.5
14120,3.232,-0.653,36.623,107.3,-39.1,16.143,16.443,15.672,0,0.4710000000000001,0.3000000000000007,0.7710000000000008
